"Land Area","Ocean Area","Environment","Species","Scientific name","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Guatemala","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","322","","392","","415","F","415","F","415","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Guatemala","Marine areas","Brackishwater","Molluscs","Molluscs","0","-","0","-","0","-","0","-","6","","5","","7","","6","","7","","11","","7","","8","F","8","F","8","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Guinea","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","1","F","1","F","5","F","5","F","5","F","4","","4","","0","0","0","0","0","0","0","0","0","0","2","F","2","F","2","F","100","F","110","F","110","F","170","F","177","F","185","F","200","F","250","F","250","F","250","F","250","F"
"Guyana","Inland waters","Brackishwater","Freshwater fishes","Freshwater fishes","30","F","50","F","75","F","100","F","159","","160","F","160","F","170","F","180","F","441","","441","","442","","442","","442","F","442","F","442","","500","F","500","","4","","9.96","","22","","14.54","","1.09","","0",".","1.194","","0","."
"Guyana","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","3","","2","","4","","4","","4","F","4","F","4","","0","-","0","-","211","F","333","F","333.8","","175.56","","232.088","","191.65","","137.16","","298.13",""
"Guyana","Marine areas","Brackishwater","Crustaceans","Crustaceans","20","F","15","F","10","F","40","F","50","F","70","F","90","F","100","F","120","F","162","","162","","162","","162","","162","F","162","F","162","","160","F","160","","77","","77.7","","47.2","","29","","11","","9","","140.261","","69.4",""
"Guyana","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","90.3","","84.6","","44","","17","","20","","88.881","","50.11",""
"Haiti","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","12","F","12","F","12","F","12","F","32","F","32","F","32","F","162","F","162","F","225","F","360","F","600","","720","F","800","F","1010","F","1220","F"
"Honduras","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","132","","143","","207","","217","","140","","212","","462","","472","","1020","","1600","","1900","","2500","","4400","","7020","","9000","","28376","","28400","F","28356","","20494","","14232","","16455","","20000","F","20500","F","22600","F","29750","F","30100","F"
"Honduras","Marine areas","Brackishwater","Crustaceans","Crustaceans","3269","","4032","","5500","","8124","","8850","","7029","","9833","","9000","","7060","","7189","","8153","","10886","","12557","","16527","","18036","","20873","","26956","","26333","","26586","","14626","","11054","","30295","","31936","","30500","F","32000","F","25000","F"
"Hungary","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","257","","82","","37","","3","","6","","5","","4","","10","","9","","14","","24","","95","","68","","51","","47","","54","","63","","63","","86","","82","","129","","95","","83","","84","","109","","184",""
"Hungary","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","17343","","14352","","14193","","9489","","9893","","9355","","8076","","9324","","10213","","11933","","12862","","12961","","11506","","11819","","12697","","13607","","14623","","15801","","15601","","14743","","14116","","15489","","15050","","14834","","15217","","17153",""
"Iceland","Inland waters","Brackishwater","Diadromous fishes","Diadromous fishes","24","","65","","73","","221","","162","","379","","313","","456","","340","","60","","24","","105","","248","","180","","104","","24","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Iceland","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","20","","25","","5","","5","","24","","10","","1","","427","","341","","369","","303","","493","","412","","264","","322","","312","","455","","513","","381","","75","","88","","226","","422","","113","","603","","728",""
"Iceland","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","2.5","","0.3","","0.8","","0.5","","0.6",""
"Iceland","Inland waters","Freshwater","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0",".","290",""
"Iceland","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","69","","217","","321","","340","","388","","471","","541","","658","","972","","1050","","1187","","1051","","1310","","3233","","3563","","2996","","1434","","1839","","3115","","3119","","3495","","4104","","6012","","6233","","7376","","7197",""
"Iceland","Marine areas","Marine","Diadromous fishes","Diadromous fishes","2716","","2566","","2125","","2348","","2588","","2591","","2832","","2117","","2194","","2382","","2040","","2419","","1228","","1875","","4115","","4160","","4602","","903","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Iceland","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","3","","60","","34","","0","-","5","","20","","28","","54","","280","","363","","652","","754","","754","F","1750","","1568","","1592","","1922","","1435","","930","","934","","540.2","","310","","74",""
"Iceland","Marine areas","Marine","Molluscs","Molluscs","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1","","8","","15","","23","","24","","10","","10","","10","F","0","-","0","-","10","","49","","32","","46","","63","","166","","144","","140","F"
"India","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","4668","","4668","","2","","2","","2","","2","","2","","2","","2","","2","F","2","F","2","F"
"India","Inland waters","Freshwater","Crustaceans","Crustaceans","198","","196","","455","","178","","311","","0",".","178","","1500","","3900","","7000","","16600","","24230","","30500","","36097","","54396","","59123","","46966","","39662","","19000","","13400","","33414","","26833","","35426","","7100","","8680","","8729",""
"India","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","451","","1224","","602","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","47","","1","","35","","206","","56","","132","","181","","67","","0",".","0",".","0",".","0",".","63","","184","","180","F","180","F"
"India","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","981487","","1183841","","1347587","","1354524","","1436317","","1588799","","1688152","","1794487","","1819999","","2047991","","1827589","","1991425","","2041684","","2160784","","2614595","","2754918","","2915621","","2921000","","3548898","","3533849","","3614941","","3328227","","3812420","","4148223","","4390900","F","4622750","F"
"India","Marine areas","Brackishwater","Crustaceans","Crustaceans","35000","","40000","","46800","","62000","","82900","","70000","","70400","","66868","","82634","","78570","","96715","","102930","","114970","","113240","","117589","","130805","","131535","","99365","","80400","F","97010","","100714","","251200","F","264500","","290200","","377059","","500758",""
"India","Marine areas","Brackishwater","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1429","","1740","","0",".","0",".","0",".","0",".","2644","","8000","","17000","F","75000","","42102","","183570","F","127779","F","18693","","52808","","84164","","90900","","90000","F","90000","F"
"India","Marine areas","Marine","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","168","","656","","1176","","1008","","1080","","1952","","2520","","4704","","6920","","4240","","4500","F","4500","F","4500","F","3000","F","3000","F"
"India","Marine areas","Marine","Molluscs","Molluscs","0","-","0","-","0","-","0","-","0","-","8","","9","","38","","212","","1253","","1580","","1880","","1600","","2800","","4050","","5400","","11560","","10044","","19189","","19882","","18017","","14014","","12905","","14100","F","14200","F","12600","F"
"Indonesia","Inland waters","Freshwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","400","","246","","290","","1009","","1199","","989","","951","","706.32","","1334.68","","617.12","","4464.11","","3386.94","","15283","","6489",""
"Indonesia","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","50","","305","","87","","62","","188","","351","","71","","1822","","2346","","196","","326","","888","","119","","27","","116","","343","","84","","0","-","318","","1467","","1875.92","","415.36","","44.74","","274.01","","1175.65","","47724",""
"Indonesia","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","212771","","194046","","212850","","245038","","255120","","279494","","328692","","290466","","273701","","333889","","362785","","400141","","428647","","477070","","487673","","588899","","662925","","740461","","907424","","979182.33","","1330096.31","","1719356.28","","2097362.39","","2572501.375","","2856375.22","","2906893",""
"Indonesia","Inland waters","Freshwater","Miscellaneous aquatic animal products","Miscellaneous aquatic animal products","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5","F","2",""
"Indonesia","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","4","","2.3","","0",".","2.5","","10","F","0",".","0","."
"Indonesia","Marine areas","Brackishwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","8000","F","10000","F","10000","F","10000","F","12606","","44253","","120000","F","242821","","207470","","171868","","515581","","630788","","776166","","975211","","1105528.6","","1157234",""
"Indonesia","Marine areas","Brackishwater","Crustaceans","Crustaceans","109417","","141346","","144295","","140249","","137390","","148514","","153718","","174716","","121042","","149673","","146823","","154555","","169915","","199966","","241584","","284122","","345328","","337186","","416275","","344630.7","","389218.5","","407700.36","","382745.47","","635252.39","","598406.88","","601960",""
"Indonesia","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","135860","","142574","","148954","","167399","","155714","","153326","","185367","","145206","","167526","","215018","","222899","","216550","","225831","","229729","","244651","","256913","","214486","","267033","","284615","","336474.66","","426221.78","","470150.76","","486173.33","","579072.17","","580535.3","","629554",""
"Indonesia","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","34311","","32204","","35497","","39622","","43336","","48830","","54738","","38073","","56796","","35124","","42285","","73136","","64369","","61571","","49043","","46629","","52544","F","33999","F","43450","","49190.8","","89760","F","85917.7","","73357.82","","143673.97","","175702.03","","118096",""
"Indonesia","Marine areas","Brackishwater","Marine fishes","Marine fishes","7415","","7032","","8685","","8044","","9774","","10577","","10512","","12264","","8386","","13120","","10795","","10469","","13013","","10725","","11730","","12058","","11600","F","5354","","8724","","9239.87","","11563","","8207.79","","9710.92","","10463.694","","8886.36","","10271",""
"Indonesia","Marine areas","Marine","Aquatic plants","Aquatic plants","100000","F","90000","F","95000","F","110000","F","102000","","102000","","148000","","115000","","117210","","133720","","197227","F","202473","F","213080","F","221900","F","397964","","866383","","1050000","F","1485654","","1937591","","2791688","","3399436","","4539413","","5738688","","8323263","","8971463.3","","10112107",""
"Indonesia","Marine areas","Marine","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","292","","338.91","","311","","224.55","","488.41","","914.14","","201.96","","161",""
"Indonesia","Marine areas","Marine","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","490","","759","","3986","","1753","","2334","","1768","","315","","679","","523","","1176","","2497.49","","2622","","2411.51","","2955.39","","2918.725","","2478.94","","2346",""
"Indonesia","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1759","","1828","","4551","","9994","","12085","","8154","","6725","","3958","","7262","","26717","","9072.43","","51347","F","23200.98","","9879.834","","25170.2","","14713.12","","16942",""
"Indonesia","Marine areas","Marine","Miscellaneous aquatic animal products","Miscellaneous aquatic animal products","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2866","","12991","","16348","","16348","F","16000","F","19662","","15857.02","","58079","","48449.4","","17251","","29090.7","","44393.78","","37503.1",""
